a=	41052
wa	31492
ne	30193
kor	21116
an	18882
ka	15572
ta	12364
hine	11357
e=	10130
pe	9688
an=	9205
kusu	9082
i=	8891
ki	8702
kane	8022
kamuy	7554
ruwe	7508
taa	7406
oka	7273
p	6861
a	6290
hi	6226
or	5606
na	5572
ari	5137
utar	4834
ene	4580
ye	4464
un	4097
yakka	4021
somo	3743
sekor	3739
pirka	3518
cise	3384
ku=	3344
pa	3055
manu	2969
no	2918
kus	2909
nep	2903
konno	2899
ora	2763
kar	2728
akusu	2680
hike	2631
ek	2621
nispa	2584
isam	2487
aynu	2397
nukar	2390
ayne	2389
ya	2356
siri	2272
kotan	2269
iki	2255
menoko	2248
yakun	2242
poro	2158
tane	2143
korka	2137
tura	2122
hawe	2083
anakne	2054
kuni	2051
suy	2020
arpa	1949
oro	1900
yan	1881
hawean	1844
yaynu	1838
eci=	1814
e	1770
pon	1752
paye	1733
hawki	1675
pakno	1630
k=	1627
wen	1463
ipe	1445
rusuy	1428
nu	1420
sine	1402
cis	1366
yak	1330
teh	1323
v	1304
yupo	1266
hene	1249
sirkunpato	1249
orano	1244
orowa	1244
kore	1211
ike	1206
onaha	1204
ramu	1186
akus	1184
usa	1180
arki	1175
okay	1174
onne	1151
nankor	1132
tan	1120
poronno	1108
okkaypo	1101
inkar	1075
sapo	1070
nah	1061
tani	1054
neno	1018
koraci	1007
suke	1007
itak	1003
se	1000
nea	998
ani	991
ekimne	984
kur	975
patek	968
san	967
ona	960
ikia	952
nekon	942
eino	939
ahun	935
ne'ampe	917
katkemat	909
anak	895
nen	891
horokewpo	888
poho	879
humi	870
rok	868
hapo	845
utari	815
po	806
poka	805
monimahpo	793
pet	779
hotke	773
wenkamuy	771
ciki	747
hosipi	744
awa	743
ekasi	736
siknu	730
apkas	728
hetap	724
he	718
ray	701
turano	682
cip	678
cep	671
oman	666
easkay	646
noyne	646
ney	644
soy	642
en=	640
sonno	636
yupihi	636
tu	617
en	604
okake	601
eaykap	592
yuk	571
as	565
tono	563
peka	561
resu	560
ounno	557
nani	555
toan	554
to	553
huci	551
soyne	548
ranke	543
hopuni	541
ponno	537
nupuri	533
seta	528
ponmenoko	523
neun	522
yee	516
tapne	514
opitta	510
konto	505
rayke	502
wano	501
oske	500
korsi	500
uk	499
anoka	498
cis'	498
unuhu	493
uske	489
kira	485
haw	482
ape	482
asinuma	474
hokure	472
re	471
itekke	470
okere	470
neya	470
rura	468
naa	466
eun	463
iruska	458
katu	457
kasi	454
sake	452
too	451
sinen	451
te	448
sanke	448
hemanta	448
o	447
matnepo	444
onkami	443
pirkano	441
mici	440
omare	433
ohta	428
sorekusu	427
hosippa	425
epunkine	425
payeka	424
tuye	417
sap	417
yakne	412
rewsi	411
u	411
inkar'	410
eyaykopuntek	409
hekaci	407
okkay	406
tap	406
i	403
su	402
sike	401
sak	401
turesi	396
sino	395
easir	392
nay	390
ru	388
taan	387
amip	381
nomi	381
sitoma	379
apa	377
hawan	377
acapo	375
ni	374
mokor	372
turasi	367
kuskeraypo	367
ci	366
aep	366
poutari	366
kesto	365
okkayo	361
hetak	359
ipere	359
tek	358
macihi	357
sini	350
kunak	350
rametok	347
anu	347
mak	346
eattukonnaan	344
tanto	344
kewtum	338
mosir	338
atuy	336
nina	335
yayne	335
iteki	334
kes	333
eramiskari	331
inne	328
etoko	327
hinak	318
neyke	318
nisatta	317
kotanu	317
hekote	317
sisam	317
neeteh	317
sam	315
kanna	315
os	311
ku	310
cikuni	310
inaw	308
kewtumu	307
makanak	307
aan	305
rapok	304
soyenpa	302
kunne	302
ahup	299
haw'as	299
erampewtek	299
pekor	297
kani	295
ran	295
apunno	294
eani	293
kam	292
so	289
kamuynomi	289
wenkur	289
iwak	286
eramuan	285
okayahci	285
mi	284
nean	283
koyki	282
rupne	282
earkinne	282
kim	281
cup	280
iskar	279
saha	279
terke	278
uni	274
casi	273
soyene	272
sukup	271
hikeka	270
kina	269
otasut	268
acahcipo	266
usi	265
isitoma	263
kuski	262
kun	262
unno	262
kari	262
nee	262
kiyanne	261
manuyke	260
monaa	259
wakka	259
enon	257
sorekus	256
akkari	255
mina	252
hum	250
inu	250
haru	250
epakasnu	250
keraan	250
hoppa	248
makan	248
okore	248
utah	247
yupi	246
kotom	245
noski	245
us	244
sinrit	244
reyep	244
ruy	243
sinna	243
kii	243
matkaci	239
sirki	237
kasuy	235
itanki	234
etok	234
konna	232
santek	232
amam	231
koonkami	231
si	230
tun	227
mat	226
enta	226
pakasnu	225
ay	224
hopunpa	221
sinep	219
koh	218
sikehe	216
rerko	215
iwor	215
onon	211
unihi	211
kotankonnispa	210
haw'an	208
supa	208
unarpe	208
aynukor	207
ancikar	206
mun	206
ronno	204
iwan	203
siran	203
hoskino	202
sirpeker	202
tah	200
rapokke	199
teeta	198
pokor	197
hawas	197
yanke	196
arka	196
asin	196
kara	195
ne'an	195
hoski	194
puyar	194
cikap	193
huciape	193
sap'	192
ama	191
omantene	190
iokunnuka	189
tutko	189
iine'ahsuy	189
poniwne	188
sampe	187
yaykata	187
erampokiwen	187
omap	187
cik	186
oyki	186
ro	185
toy	184
ociwe	183
kisma	182
wakkata	182
kay	182
pase	180
yayrayke	179
otasam	179
wen'iruska	178
kunine	178
sinki	178
ere	178
yuhpo	178
ko	176
oar	175
uymam	174
pohene	174
yuputari	173
nepki	169
upas	168
uta	167
puri	167
hemata	167
sinot	166
rera	165
tumunci	165
anayne	165
takup	164
sir'an	163
mataki	163
uturu	163
yuptek	163
tekehe	163
oyra	162
onautari	162
pokon	161
kaspaotte	161
tak	160
orowano	160
tapan	160
mintar	160
sirkunne	159
pis	159
kem	158
erampetek	158
moyre	158
sir	158
utarihi	158
niina	158
iku	157
yupke	156
utura	156
tewano	155
omanan	154
tup	154
tuyma	154
son	154
kihci	154
eikoytupa	153
ikor	152
ci=	152
nii	152
kemeyki	151
